,hosp,hosp.1,hosp.2,rea,rea.1,rea.2,rad,rad.1,rad.2,dc,dc.1,dc.2,jour
1038,18109.0,8275.0,9551.0,1068.0,673.0,386.0,839566.0,410679.0,421047.0,134176.0,76592.0,56545.0,2023-01-20
1039,17932.0,8202.0,9449.0,1048.0,661.0,379.0,839856.0,410808.0,421207.0,134203.0,76609.0,56555.0,2023-01-21
1040,17911.0,8192.0,9438.0,1044.0,661.0,375.0,839907.0,410833.0,421233.0,134212.0,76616.0,56557.0,2023-01-22
1041,17639.0,8068.0,9292.0,1016.0,648.0,361.0,840474.0,411104.0,421528.0,134314.0,76666.0,56606.0,2023-01-23
1042,17206.0,7837.0,9093.0,972.0,621.0,345.0,841227.0,411464.0,421916.0,134373.0,76697.0,56633.0,2023-01-24
1043,16917.0,7732.0,8909.0,957.0,610.0,341.0,841782.0,411704.0,422229.0,134407.0,76715.0,56649.0,2023-01-25
1044,16479.0,7499.0,8713.0,936.0,594.0,336.0,842480.0,412036.0,422581.0,134457.0,76744.0,56669.0,2023-01-26
1045,15986.0,7277.0,8447.0,911.0,575.0,330.0,843250.0,412379.0,422997.0,134501.0,76770.0,56686.0,2023-01-27
1046,15649.0,7132.0,8263.0,895.0,571.0,318.0,843683.0,412576.0,423227.0,134532.0,76784.0,56701.0,2023-01-28
1047,15591.0,7115.0,8222.0,896.0,572.0,318.0,843774.0,412610.0,423284.0,134538.0,76787.0,56704.0,2023-01-29
1048,15365.0,7006.0,8113.0,883.0,556.0,322.0,844326.0,412877.0,423560.0,134597.0,76824.0,56725.0,2023-01-30
1049,14768.0,6730.0,7798.0,865.0,547.0,313.0,845203.0,413268.0,424037.0,134654.0,76859.0,56747.0,2023-01-31
1050,14316.0,6531.0,7545.0,838.0,530.0,301.0,846047.0,413654.0,424489.0,134707.0,76888.0,56771.0,2023-02-01
1051,14037.0,6432.0,7373.0,819.0,516.0,295.0,846572.0,413883.0,424775.0,134757.0,76916.0,56792.0,2023-02-02
1052,13921.0,6360.0,7333.0,807.0,502.0,297.0,846970.0,414090.0,424960.0,134784.0,76933.0,56802.0,2023-02-03
1053,13863.0,6331.0,7305.0,798.0,499.0,291.0,844314.0,412861.0,423565.0,134805.0,76946.0,56810.0,2023-02-04
1054,13863.0,6330.0,7306.0,797.0,498.0,291.0,844323.0,412868.0,423567.0,134805.0,76946.0,56810.0,2023-02-05
1055,13801.0,6299.0,7275.0,789.0,499.0,282.0,844630.0,413028.0,423714.0,134845.0,76963.0,56833.0,2023-02-06
1056,13619.0,6214.0,7179.0,780.0,493.0,279.0,845157.0,413273.0,423994.0,134887.0,76985.0,56853.0,2023-02-07
1057,13577.0,6202.0,7149.0,767.0,488.0,271.0,848428.0,414799.0,425702.0,134918.0,76999.0,56870.0,2023-02-08
1058,13497.0,6150.0,7120.0,770.0,491.0,271.0,848708.0,414934.0,425845.0,134935.0,77007.0,56878.0,2023-02-09
1059,13412.0,6097.0,7089.0,777.0,492.0,277.0,849090.0,415114.0,426042.0,134955.0,77020.0,56885.0,2023-02-10
1060,13392.0,6071.0,7078.0,775.0,486.0,281.0,849217.0,415169.0,426113.0,134966.0,77027.0,56889.0,2023-02-11
1061,13385.0,6066.0,7076.0,774.0,486.0,280.0,849225.0,415175.0,426115.0,134967.0,77027.0,56890.0,2023-02-12
1062,13354.0,6036.0,7074.0,772.0,483.0,280.0,849590.0,415351.0,426304.0,135005.0,77054.0,56901.0,2023-02-13
1063,13221.0,5948.0,7029.0,774.0,478.0,288.0,850065.0,415584.0,426544.0,135040.0,77078.0,56914.0,2023-02-14
1064,13078.0,5887.0,6953.0,752.0,462.0,282.0,850507.0,415798.0,426767.0,135075.0,77095.0,56929.0,2023-02-15
1065,13016.0,5860.0,6920.0,745.0,452.0,285.0,850785.0,415932.0,426910.0,135101.0,77111.0,56938.0,2023-02-16
1066,12995.0,5841.0,6924.0,742.0,447.0,288.0,851123.0,416096.0,427078.0,135128.0,77128.0,56948.0,2023-02-17
1067,12940.0,5810.0,6900.0,730.0,443.0,280.0,851272.0,416163.0,427160.0,135144.0,77138.0,56954.0,2023-02-18
1068,12940.0,5808.0,6902.0,728.0,442.0,279.0,851310.0,416184.0,427177.0,135145.0,77139.0,56954.0,2023-02-19
1069,13044.0,5847.0,6964.0,738.0,444.0,287.0,851584.0,416324.0,427310.0,135175.0,77153.0,56970.0,2023-02-20
1070,12996.0,5842.0,6917.0,731.0,442.0,282.0,851997.0,416503.0,427541.0,135207.0,77170.0,56985.0,2023-02-21
1071,12962.0,5841.0,6886.0,736.0,447.0,282.0,852401.0,416677.0,427767.0,135245.0,77194.0,56999.0,2023-02-22
1072,12991.0,5859.0,6901.0,733.0,443.0,283.0,852635.0,416793.0,427882.0,135264.0,77203.0,57009.0,2023-02-23
1073,12958.0,5853.0,6873.0,731.0,437.0,287.0,852922.0,416928.0,428033.0,135293.0,77216.0,57025.0,2023-02-24
1074,12896.0,5829.0,6837.0,722.0,436.0,279.0,853113.0,417013.0,428135.0,135309.0,77222.0,57035.0,2023-02-25
1075,12910.0,5833.0,6848.0,723.0,437.0,279.0,853134.0,417027.0,428141.0,135310.0,77222.0,57036.0,2023-02-26
1076,12958.0,5835.0,6893.0,726.0,440.0,279.0,853409.0,417166.0,428275.0,135345.0,77240.0,57052.0,2023-02-27
1077,12858.0,5800.0,6822.0,722.0,433.0,282.0,853787.0,417336.0,428481.0,135379.0,77259.0,57067.0,2023-02-28
1078,12787.0,5769.0,6783.0,718.0,438.0,273.0,854180.0,417511.0,428695.0,135404.0,77272.0,57079.0,2023-03-01
1079,12767.0,5738.0,6790.0,721.0,440.0,272.0,854431.0,417635.0,428822.0,135425.0,77282.0,57090.0,2023-03-02
1080,12701.0,5707.0,6758.0,710.0,436.0,266.0,854779.0,417804.0,428999.0,135446.0,77290.0,57103.0,2023-03-03
1081,12705.0,5706.0,6763.0,717.0,441.0,268.0,854923.0,417877.0,429069.0,135463.0,77299.0,57111.0,2023-03-04
1082,12711.0,5705.0,6770.0,719.0,441.0,270.0,854927.0,417880.0,429070.0,135463.0,77299.0,57111.0,2023-03-05
1083,12820.0,5780.0,6800.0,731.0,450.0,273.0,855242.0,418016.0,429246.0,135489.0,77314.0,57122.0,2023-03-06
1084,12885.0,5798.0,6847.0,735.0,453.0,274.0,855564.0,418185.0,429397.0,135513.0,77322.0,57138.0,2023-03-07
1085,13030.0,5866.0,6927.0,738.0,452.0,278.0,855816.0,418310.0,429521.0,135540.0,77338.0,57149.0,2023-03-08
1086,13058.0,5877.0,6941.0,742.0,455.0,279.0,856125.0,418458.0,429682.0,135550.0,77342.0,57155.0,2023-03-09
1087,13121.0,5902.0,6979.0,754.0,461.0,284.0,856457.0,418622.0,429849.0,135577.0,77357.0,57167.0,2023-03-10
1088,13131.0,5902.0,6993.0,749.0,457.0,283.0,856575.0,418672.0,429912.0,135585.0,77360.0,57171.0,2023-03-11
1089,13125.0,5901.0,6989.0,744.0,456.0,280.0,856589.0,418679.0,429918.0,135585.0,77360.0,57171.0,2023-03-12
1090,13285.0,5981.0,7066.0,758.0,460.0,290.0,856921.0,418826.0,430102.0,135626.0,77379.0,57192.0,2023-03-13
1091,13281.0,5994.0,7049.0,760.0,462.0,290.0,857259.0,418973.0,430292.0,135653.0,77394.0,57204.0,2023-03-14
1092,13379.0,6033.0,7110.0,763.0,463.0,292.0,857640.0,419163.0,430481.0,135677.0,77404.0,57217.0,2023-03-15
1093,13325.0,5995.0,7092.0,749.0,458.0,282.0,857999.0,419343.0,430657.0,135701.0,77420.0,57225.0,2023-03-16
1094,13279.0,5982.0,7058.0,755.0,461.0,285.0,858444.0,419559.0,430886.0,135726.0,77437.0,57233.0,2023-03-17
1095,13205.0,5973.0,6995.0,752.0,462.0,282.0,858672.0,419653.0,431016.0,135737.0,77441.0,57240.0,2023-03-18
1096,13211.0,5979.0,6995.0,754.0,463.0,283.0,858680.0,419655.0,431022.0,135737.0,77441.0,57240.0,2023-03-19
1097,13358.0,6052.0,7068.0,760.0,469.0,282.0,859128.0,419870.0,431252.0,135787.0,77467.0,57264.0,2023-03-20
1098,13434.0,6083.0,7109.0,761.0,463.0,289.0,859586.0,420088.0,431488.0,135822.0,77489.0,57276.0,2023-03-21
1099,13418.0,6088.0,7090.0,761.0,469.0,283.0,860128.0,420329.0,431778.0,135835.0,77495.0,57283.0,2023-03-22
1100,13025.0,5912.0,6870.0,739.0,456.0,273.0,860867.0,420652.0,432187.0,135860.0,77512.0,57291.0,2023-03-23
1101,13103.0,5937.0,6917.0,751.0,466.0,275.0,861310.0,420874.0,432408.0,135875.0,77521.0,57297.0,2023-03-24
1102,13038.0,5902.0,6890.0,744.0,463.0,271.0,861538.0,420987.0,432518.0,135889.0,77527.0,57305.0,2023-03-25
1103,13036.0,5903.0,6889.0,746.0,466.0,270.0,861565.0,420997.0,432534.0,135894.0,77530.0,57307.0,2023-03-26
1104,13113.0,5950.0,6923.0,728.0,457.0,263.0,861972.0,421189.0,432745.0,135936.0,77555.0,57324.0,2023-03-27
1105,13178.0,6000.0,6943.0,720.0,452.0,261.0,862458.0,421407.0,433007.0,135975.0,77575.0,57342.0,2023-03-28
1106,13184.0,5989.0,6964.0,734.0,456.0,270.0,862962.0,421645.0,433268.0,136009.0,77594.0,57356.0,2023-03-29
1107,13186.0,5953.0,7003.0,732.0,459.0,267.0,863331.0,421833.0,433447.0,136045.0,77609.0,57376.0,2023-03-30
1108,13149.0,5919.0,6997.0,709.0,446.0,258.0,863837.0,422089.0,433693.0,136076.0,77630.0,57385.0,2023-03-31
