,hosp,hosp.1,hosp.2,rea,rea.1,rea.2,rad,rad.1,rad.2,dc,dc.1,dc.2,jour
625,11103.0,5739.0,5256.0,2058.0,1380.0,667.0,438044.0,220559.0,213963.0,92508.0,53000.0,38871.0,2021-12-03
626,11340.0,5833.0,5387.0,2037.0,1370.0,654.0,438440.0,220762.0,214153.0,92557.0,53029.0,38891.0,2021-12-04
627,11526.0,5936.0,5463.0,2066.0,1384.0,667.0,438589.0,220838.0,214224.0,92586.0,53047.0,38901.0,2021-12-05
628,12096.0,6239.0,5730.0,2191.0,1467.0,708.0,439237.0,221152.0,214549.0,92778.0,53157.0,38980.0,2021-12-06
629,12714.0,6566.0,6015.0,2351.0,1561.0,769.0,440066.0,221558.0,214965.0,92942.0,53248.0,39052.0,2021-12-07
630,13044.0,6732.0,6184.0,2426.0,1612.0,794.0,440865.0,221965.0,215348.0,93071.0,53326.0,39102.0,2021-12-08
631,13363.0,6918.0,6318.0,2461.0,1641.0,803.0,441638.0,222327.0,215752.0,93198.0,53399.0,39154.0,2021-12-09
632,13629.0,7030.0,6480.0,2498.0,1658.0,823.0,442473.0,222760.0,216138.0,93339.0,53478.0,39213.0,2021-12-10
633,13855.0,7127.0,6612.0,2539.0,1683.0,839.0,442940.0,222999.0,216363.0,93404.0,53514.0,39241.0,2021-12-11
634,14050.0,7246.0,6684.0,2602.0,1727.0,857.0,443159.0,223112.0,216468.0,93452.0,53537.0,39266.0,2021-12-12
635,14527.0,7534.0,6867.0,2752.0,1827.0,909.0,443933.0,223481.0,216867.0,93683.0,53676.0,39356.0,2021-12-13
636,14819.0,7686.0,7017.0,2792.0,1868.0,911.0,445100.0,224077.0,217427.0,93841.0,53768.0,39420.0,2021-12-14
637,15062.0,7755.0,7183.0,2843.0,1885.0,940.0,446101.0,224604.0,217893.0,93992.0,53857.0,39483.0,2021-12-15
638,15142.0,7791.0,7223.0,2832.0,1871.0,941.0,447156.0,225136.0,218409.0,94157.0,53952.0,39553.0,2021-12-16
639,15410.0,7901.0,7382.0,2901.0,1917.0,961.0,448151.0,225643.0,218889.0,94319.0,54044.0,39619.0,2021-12-17
640,15370.0,7887.0,7356.0,2933.0,1930.0,980.0,448891.0,225992.0,219272.0,94404.0,54086.0,39662.0,2021-12-18
641,15528.0,7953.0,7448.0,2936.0,1948.0,968.0,449128.0,226118.0,219381.0,94479.0,54124.0,39699.0,2021-12-19
642,15918.0,8149.0,7646.0,3025.0,1980.0,1028.0,449970.0,226525.0,219810.0,94703.0,54249.0,39794.0,2021-12-20
643,16076.0,8237.0,7711.0,3096.0,2007.0,1068.0,451213.0,227141.0,220432.0,94913.0,54362.0,39890.0,2021-12-21
644,16118.0,8238.0,7744.0,3147.0,2045.0,1078.0,452365.0,227723.0,220991.0,95083.0,54448.0,39972.0,2021-12-22
645,16060.0,8198.0,7727.0,3208.0,2074.0,1110.0,453573.0,228317.0,221594.0,95262.0,54554.0,40045.0,2021-12-23
646,16173.0,8200.0,7837.0,3254.0,2091.0,1142.0,454659.0,228873.0,222117.0,95429.0,54646.0,40120.0,2021-12-24
647,16162.0,8196.0,7832.0,3282.0,2097.0,1161.0,455323.0,229206.0,222439.0,95513.0,54689.0,40161.0,2021-12-25
648,16365.0,8294.0,7932.0,3299.0,2110.0,1166.0,455508.0,229304.0,222524.0,95609.0,54749.0,40196.0,2021-12-26
649,16921.0,8549.0,8221.0,3333.0,2126.0,1184.0,456295.0,229672.0,222935.0,95865.0,54894.0,40306.0,2021-12-27
650,17405.0,8771.0,8474.0,3416.0,2186.0,1205.0,457594.0,230289.0,223602.0,96107.0,55026.0,40413.0,2021-12-28
651,17856.0,8971.0,8716.0,3469.0,2202.0,1241.0,458891.0,230906.0,224266.0,96291.0,55136.0,40487.0,2021-12-29
652,18321.0,9190.0,8969.0,3506.0,2229.0,1250.0,460123.0,231481.0,224911.0,96471.0,55240.0,40562.0,2021-12-30
653,18715.0,9341.0,9209.0,3543.0,2265.0,1252.0,461407.0,232115.0,225550.0,96660.0,55341.0,40649.0,2021-12-31
654,18811.0,9392.0,9243.0,3560.0,2291.0,1242.0,462266.0,232540.0,225981.0,96770.0,55400.0,40700.0,2022-01-01
655,19043.0,9512.0,9353.0,3572.0,2290.0,1255.0,462576.0,232677.0,226152.0,96861.0,55452.0,40738.0,2022-01-02
656,19606.0,9759.0,9671.0,3654.0,2320.0,1306.0,463863.0,233257.0,226845.0,97131.0,55589.0,40869.0,2022-01-03
657,20186.0,10075.0,9928.0,3665.0,2348.0,1293.0,465820.0,234164.0,227880.0,97424.0,55753.0,40995.0,2022-01-04
658,20688.0,10295.0,10192.0,3695.0,2366.0,1304.0,467508.0,234976.0,228759.0,97670.0,55883.0,41109.0,2022-01-05
659,21169.0,10520.0,10431.0,3759.0,2418.0,1312.0,469181.0,235774.0,229628.0,97874.0,55986.0,41210.0,2022-01-06
660,21605.0,10770.0,10612.0,3815.0,2457.0,1333.0,470797.0,236478.0,230530.0,98067.0,56101.0,41287.0,2022-01-07
661,21721.0,10807.0,10677.0,3821.0,2453.0,1339.0,472027.0,237068.0,231165.0,98209.0,56187.0,41343.0,2022-01-08
662,21982.0,10946.0,10791.0,3847.0,2454.0,1362.0,472488.0,237266.0,231426.0,98299.0,56241.0,41379.0,2022-01-09
663,22749.0,11351.0,11145.0,3904.0,2481.0,1385.0,473916.0,237879.0,232219.0,98579.0,56399.0,41496.0,2022-01-10
664,23371.0,11622.0,11486.0,3969.0,2514.0,1422.0,476124.0,238904.0,233382.0,98847.0,56562.0,41601.0,2022-01-11
665,23889.0,11877.0,11739.0,3985.0,2522.0,1429.0,478097.0,239768.0,234472.0,99093.0,56695.0,41714.0,2022-01-12
666,24154.0,11958.0,11907.0,3939.0,2487.0,1419.0,480068.0,240662.0,235538.0,99318.0,56828.0,41802.0,2022-01-13
667,24511.0,12128.0,12079.0,3895.0,2470.0,1389.0,481964.0,241539.0,236538.0,99509.0,56945.0,41875.0,2022-01-14
668,24544.0,12114.0,12112.0,3852.0,2448.0,1368.0,483438.0,242236.0,237305.0,99657.0,57031.0,41936.0,2022-01-15
669,24887.0,12291.0,12270.0,3852.0,2444.0,1370.0,484007.0,242471.0,237633.0,99755.0,57084.0,41980.0,2022-01-16
670,25776.0,12800.0,12642.0,3913.0,2511.0,1359.0,485556.0,243129.0,238514.0,100051.0,57256.0,42102.0,2022-01-17
671,26526.0,13076.0,13097.0,3881.0,2514.0,1326.0,487977.0,244263.0,239774.0,100339.0,57425.0,42217.0,2022-01-18
672,27230.0,13387.0,13479.0,3852.0,2499.0,1314.0,490192.0,245310.0,240921.0,100570.0,57552.0,42318.0,2022-01-19
673,27931.0,13707.0,13859.0,3842.0,2496.0,1311.0,492256.0,246242.0,242034.0,100815.0,57689.0,42425.0,2022-01-20
674,28457.0,13920.0,14153.0,3792.0,2471.0,1283.0,494500.0,247314.0,243188.0,101048.0,57822.0,42524.0,2022-01-21
675,28515.0,13967.0,14117.0,3746.0,2452.0,1259.0,496206.0,248101.0,244096.0,101215.0,57902.0,42610.0,2022-01-22
676,28838.0,14137.0,14261.0,3760.0,2458.0,1268.0,496840.0,248385.0,244441.0,101330.0,57966.0,42661.0,2022-01-23
677,29748.0,14607.0,14690.0,3776.0,2469.0,1274.0,498806.0,249177.0,245592.0,101723.0,58179.0,42837.0,2022-01-24
678,30189.0,14803.0,14928.0,3741.0,2445.0,1260.0,501762.0,250456.0,247231.0,102086.0,58391.0,42983.0,2022-01-25
679,30624.0,14990.0,15155.0,3712.0,2431.0,1241.0,504330.0,251631.0,248594.0,102344.0,58534.0,43092.0,2022-01-26
680,30982.0,15101.0,15397.0,3694.0,2416.0,1242.0,506728.0,252704.0,249884.0,102612.0,58696.0,43197.0,2022-01-27
681,31271.0,15163.0,15604.0,3656.0,2368.0,1252.0,509211.0,253847.0,251205.0,102875.0,58853.0,43302.0,2022-01-28
682,31282.0,15144.0,15626.0,3634.0,2365.0,1232.0,510921.0,254644.0,252107.0,103053.0,58966.0,43366.0,2022-01-29
683,31536.0,15255.0,15776.0,3641.0,2359.0,1245.0,511612.0,254948.0,252491.0,103180.0,59041.0,43418.0,2022-01-30
684,32374.0,15749.0,16129.0,3700.0,2418.0,1249.0,513540.0,255772.0,253561.0,103528.0,59249.0,43551.0,2022-01-31
685,32894.0,15977.0,16416.0,3751.0,2428.0,1292.0,516458.0,257094.0,255128.0,103909.0,59473.0,43703.0,2022-02-01
686,32720.0,15938.0,16266.0,3700.0,2408.0,1261.0,519409.0,258430.0,256711.0,104185.0,59635.0,43815.0,2022-02-02
687,32852.0,15968.0,16365.0,3643.0,2386.0,1224.0,521380.0,259357.0,257722.0,104449.0,59781.0,43929.0,2022-02-03
688,32988.0,16045.0,16459.0,3618.0,2364.0,1219.0,524878.0,260974.0,259561.0,104804.0,59969.0,44093.0,2022-02-04
689,32867.0,15982.0,16395.0,3606.0,2350.0,1219.0,526609.0,261785.0,260467.0,104974.0,60065.0,44165.0,2022-02-05
690,33027.0,16102.0,16433.0,3577.0,2331.0,1210.0,527202.0,262042.0,260802.0,105103.0,60135.0,44221.0,2022-02-06
691,33447.0,16407.0,16563.0,3622.0,2367.0,1216.0,529180.0,262901.0,261881.0,105520.0,60366.0,44403.0,2022-02-07
692,33352.0,16412.0,16469.0,3555.0,2345.0,1173.0,531940.0,264135.0,263377.0,105882.0,60553.0,44574.0,2022-02-08
693,32878.0,16151.0,16268.0,3503.0,2315.0,1151.0,534705.0,265480.0,264761.0,106137.0,60697.0,44679.0,2022-02-09
694,32415.0,15869.0,16107.0,3416.0,2263.0,1114.0,537208.0,266714.0,265999.0,106447.0,60876.0,44806.0,2022-02-10
695,31939.0,15646.0,15825.0,3371.0,2240.0,1090.0,539749.0,267882.0,267352.0,106716.0,61033.0,44915.0,2022-02-11
696,31522.0,15407.0,15638.0,3324.0,2212.0,1068.0,541311.0,268631.0,268155.0,106877.0,61125.0,44982.0,2022-02-12
697,31621.0,15483.0,15659.0,3305.0,2203.0,1059.0,541777.0,268832.0,268418.0,106984.0,61183.0,45029.0,2022-02-13
698,31532.0,15483.0,15587.0,3296.0,2199.0,1053.0,543647.0,269674.0,269408.0,107369.0,61409.0,45179.0,2022-02-14
699,31091.0,15259.0,15360.0,3235.0,2157.0,1035.0,546183.0,270849.0,270745.0,107670.0,61574.0,45312.0,2022-02-15
700,30578.0,15032.0,15073.0,3126.0,2092.0,992.0,548385.0,271901.0,271882.0,107913.0,61708.0,45416.0,2022-02-16
701,29843.0,14689.0,14700.0,3055.0,2055.0,958.0,550715.0,272967.0,273115.0,108171.0,61852.0,45527.0,2022-02-17
702,29194.0,14334.0,14428.0,2970.0,2000.0,933.0,552837.0,273960.0,274212.0,108444.0,62012.0,45637.0,2022-02-18
703,28632.0,14045.0,14144.0,2918.0,1970.0,907.0,554200.0,274599.0,274927.0,108592.0,62098.0,45696.0,2022-02-19
704,28643.0,14019.0,14181.0,2923.0,1975.0,906.0,554598.0,274808.0,275115.0,108671.0,62139.0,45734.0,2022-02-20
705,28383.0,13917.0,14051.0,2905.0,1951.0,912.0,556126.0,275486.0,275923.0,108954.0,62301.0,45851.0,2022-02-21
706,27566.0,13567.0,13609.0,2842.0,1911.0,889.0,558452.0,276555.0,277149.0,109240.0,62467.0,45966.0,2022-02-22
707,26881.0,13228.0,13269.0,2753.0,1862.0,853.0,560486.0,277508.0,278208.0,109452.0,62597.0,46047.0,2022-02-23
708,26118.0,12820.0,12921.0,2656.0,1798.0,824.0,562358.0,278434.0,279137.0,109649.0,62710.0,46129.0,2022-02-24
709,25484.0,12493.0,12631.0,2546.0,1735.0,779.0,564082.0,279267.0,279999.0,109837.0,62816.0,46211.0,2022-02-25
710,25264.0,12361.0,12543.0,2484.0,1693.0,759.0,564911.0,279686.0,280398.0,109928.0,62874.0,46243.0,2022-02-26
711,25277.0,12382.0,12530.0,2491.0,1702.0,757.0,565221.0,279840.0,280553.0,109980.0,62901.0,46268.0,2022-02-27
712,25079.0,12234.0,12500.0,2456.0,1665.0,760.0,566378.0,280410.0,281108.0,110212.0,63039.0,46359.0,2022-02-28
713,24437.0,11939.0,12162.0,2408.0,1621.0,758.0,568119.0,281225.0,282020.0,110412.0,63155.0,46438.0,2022-03-01
714,23840.0,11665.0,11852.0,2329.0,1579.0,722.0,569768.0,282011.0,282862.0,110577.0,63245.0,46511.0,2022-03-02
715,23175.0,11348.0,11520.0,2231.0,1510.0,694.0,571248.0,282728.0,283609.0,110744.0,63339.0,46581.0,2022-03-03
716,22643.0,11043.0,11301.0,2153.0,1444.0,682.0,572604.0,283390.0,284291.0,110898.0,63424.0,46648.0,2022-03-04
717,22196.0,10810.0,11088.0,2075.0,1397.0,652.0,573476.0,283821.0,284725.0,111006.0,63477.0,46700.0,2022-03-05
718,22253.0,10847.0,11108.0,2079.0,1404.0,649.0,573639.0,283890.0,284818.0,111038.0,63492.0,46717.0,2022-03-06
719,22208.0,10857.0,11063.0,2089.0,1416.0,647.0,574749.0,284383.0,285422.0,111211.0,63582.0,46794.0,2022-03-07
720,21899.0,10686.0,10934.0,2036.0,1376.0,634.0,576142.0,285035.0,286145.0,111376.0,63680.0,46860.0,2022-03-08
721,21509.0,10460.0,10778.0,1962.0,1327.0,613.0,577508.0,285714.0,286817.0,111511.0,63758.0,46917.0,2022-03-09
722,21287.0,10377.0,10638.0,1928.0,1296.0,611.0,578723.0,286271.0,287466.0,111611.0,63823.0,46952.0,2022-03-10
723,21024.0,10251.0,10498.0,1875.0,1268.0,586.0,579930.0,286833.0,288103.0,111744.0,63898.0,47010.0,2022-03-11
724,20860.0,10201.0,10381.0,1857.0,1261.0,574.0,580578.0,287126.0,288453.0,111795.0,63925.0,47034.0,2022-03-12
725,20917.0,10223.0,10413.0,1855.0,1261.0,572.0,580769.0,287218.0,288550.0,111824.0,63945.0,47043.0,2022-03-13
726,20925.0,10201.0,10437.0,1826.0,1233.0,573.0,581897.0,287735.0,289146.0,111984.0,64039.0,47109.0,2022-03-14
727,20919.0,10200.0,10432.0,1783.0,1210.0,553.0,583270.0,288376.0,289868.0,112128.0,64114.0,47178.0,2022-03-15
728,20757.0,10080.0,10381.0,1728.0,1167.0,543.0,584548.0,289009.0,290504.0,112273.0,64196.0,47241.0,2022-03-16
729,20609.0,10011.0,10308.0,1695.0,1139.0,537.0,585730.0,289557.0,291123.0,112379.0,64258.0,47285.0,2022-03-17
730,20519.0,9977.0,10248.0,1674.0,1121.0,534.0,586852.0,290106.0,291691.0,112480.0,64317.0,47326.0,2022-03-18
731,20440.0,9935.0,10206.0,1644.0,1102.0,525.0,587475.0,290406.0,292010.0,112534.0,64347.0,47350.0,2022-03-19
732,20566.0,9995.0,10273.0,1642.0,1100.0,524.0,587639.0,290486.0,292092.0,112561.0,64365.0,47359.0,2022-03-20
733,20706.0,10054.0,10355.0,1632.0,1097.0,519.0,588719.0,290977.0,292668.0,112713.0,64452.0,47421.0,2022-03-21
734,20742.0,10008.0,10434.0,1604.0,1066.0,521.0,590037.0,291617.0,293336.0,112843.0,64527.0,47476.0,2022-03-22
735,20653.0,9947.0,10408.0,1564.0,1033.0,516.0,591389.0,292278.0,294011.0,112934.0,64572.0,47520.0,2022-03-23
736,20654.0,9952.0,10391.0,1523.0,1026.0,482.0,592602.0,292858.0,294637.0,113046.0,64630.0,47574.0,2022-03-24
737,20616.0,9957.0,10346.0,1489.0,998.0,476.0,593988.0,293520.0,295348.0,113158.0,64691.0,47624.0,2022-03-25
738,20532.0,9917.0,10306.0,1481.0,989.0,476.0,594630.0,293812.0,295689.0,113217.0,64728.0,47646.0,2022-03-26
739,20606.0,9963.0,10330.0,1486.0,996.0,474.0,594814.0,293896.0,295789.0,113242.0,64742.0,47657.0,2022-03-27
740,21073.0,10184.0,10575.0,1533.0,1021.0,497.0,595854.0,294406.0,296313.0,113391.0,64816.0,47731.0,2022-03-28
741,21300.0,10338.0,10650.0,1538.0,1039.0,486.0,597352.0,295080.0,297127.0,113527.0,64890.0,47790.0,2022-03-29
742,21688.0,10560.0,10819.0,1546.0,1053.0,482.0,598673.0,295678.0,297831.0,113659.0,64950.0,47861.0,2022-03-30
743,21922.0,10637.0,10979.0,1551.0,1042.0,497.0,600034.0,296353.0,298501.0,113779.0,65018.0,47913.0,2022-03-31
744,22066.0,10669.0,11085.0,1537.0,1018.0,505.0,601418.0,297034.0,299198.0,113904.0,65094.0,47962.0,2022-04-01
745,22113.0,10624.0,11170.0,1523.0,994.0,515.0,602269.0,297490.0,299585.0,113961.0,65132.0,47981.0,2022-04-02
746,22251.0,10698.0,11230.0,1539.0,1006.0,520.0,602444.0,297562.0,299686.0,113985.0,65142.0,47995.0,2022-04-03
747,22835.0,10992.0,11519.0,1541.0,1021.0,507.0,603702.0,298156.0,300339.0,114131.0,65221.0,48061.0,2022-04-04
748,23010.0,11093.0,11583.0,1552.0,1019.0,519.0,605372.0,298950.0,301202.0,114258.0,65293.0,48116.0,2022-04-05
749,23014.0,11086.0,11626.0,1561.0,1028.0,519.0,607194.0,299800.0,302126.0,114374.0,65354.0,48171.0,2022-04-06
750,23272.0,11174.0,11798.0,1572.0,1027.0,531.0,608546.0,300454.0,302809.0,114469.0,65404.0,48216.0,2022-04-07
751,23404.0,11212.0,11892.0,1554.0,1031.0,512.0,610159.0,301229.0,303632.0,114593.0,65479.0,48265.0,2022-04-08
752,23474.0,11219.0,11953.0,1543.0,1018.0,514.0,611100.0,301666.0,304127.0,114667.0,65522.0,48296.0,2022-04-09
753,23626.0,11286.0,12036.0,1562.0,1031.0,520.0,611319.0,301779.0,304233.0,114695.0,65540.0,48306.0,2022-04-10
754,24205.0,11649.0,12239.0,1589.0,1050.0,525.0,612633.0,302367.0,304952.0,114871.0,65620.0,48400.0,2022-04-11
755,24693.0,11898.0,12483.0,1644.0,1073.0,558.0,614551.0,303254.0,305960.0,115027.0,65706.0,48468.0,2022-04-12
756,24778.0,11925.0,12520.0,1650.0,1082.0,552.0,616385.0,304142.0,306890.0,115161.0,65784.0,48522.0,2022-04-13
757,24828.0,11998.0,12497.0,1648.0,1075.0,560.0,618020.0,304909.0,307743.0,115284.0,65849.0,48578.0,2022-04-14
758,24909.0,12015.0,12548.0,1652.0,1089.0,547.0,619696.0,305729.0,308587.0,115427.0,65929.0,48641.0,2022-04-15
759,24894.0,11971.0,12577.0,1630.0,1075.0,539.0,620535.0,306158.0,308986.0,115472.0,65955.0,48660.0,2022-04-16
760,24922.0,11994.0,12582.0,1636.0,1076.0,543.0,620786.0,306275.0,309118.0,115501.0,65975.0,48669.0,2022-04-17
761,24990.0,12022.0,12618.0,1635.0,1076.0,541.0,621002.0,306387.0,309221.0,115545.0,65999.0,48689.0,2022-04-18
762,25277.0,12157.0,12767.0,1681.0,1099.0,565.0,622698.0,307184.0,310107.0,115726.0,66109.0,48759.0,2022-04-19
763,25179.0,12168.0,12657.0,1677.0,1103.0,556.0,625022.0,308271.0,311323.0,115947.0,66229.0,48859.0,2022-04-20
764,25018.0,12095.0,12570.0,1684.0,1114.0,552.0,626816.0,309125.0,312248.0,116114.0,66320.0,48933.0,2022-04-21
765,24883.0,11968.0,12563.0,1645.0,1079.0,549.0,628608.0,310009.0,313130.0,116253.0,66393.0,48999.0,2022-04-22
766,24840.0,11930.0,12564.0,1636.0,1073.0,548.0,629485.0,310447.0,313560.0,116312.0,66429.0,49021.0,2022-04-23
767,24888.0,11947.0,12596.0,1640.0,1084.0,542.0,629768.0,310584.0,313701.0,116345.0,66447.0,49036.0,2022-04-24
768,24980.0,12007.0,12638.0,1659.0,1107.0,540.0,631303.0,311294.0,314499.0,116541.0,66556.0,49119.0,2022-04-25
769,24703.0,11943.0,12433.0,1667.0,1108.0,545.0,633262.0,312194.0,315538.0,116708.0,66651.0,49189.0,2022-04-26
770,24431.0,11809.0,12276.0,1658.0,1096.0,547.0,634936.0,312968.0,316422.0,116854.0,66739.0,49245.0,2022-04-27
771,24130.0,11656.0,12137.0,1629.0,1085.0,529.0,636491.0,313685.0,317232.0,116970.0,66804.0,49296.0,2022-04-28
772,23579.0,11351.0,11903.0,1591.0,1048.0,530.0,638182.0,314506.0,318080.0,117119.0,66890.0,49357.0,2022-04-29
773,23302.0,11233.0,11743.0,1562.0,1030.0,519.0,638905.0,314853.0,318453.0,117171.0,66915.0,49384.0,2022-04-30
774,23327.0,11254.0,11748.0,1557.0,1026.0,518.0,639061.0,314931.0,318529.0,117193.0,66929.0,49392.0,2022-05-01
775,23211.0,11231.0,11655.0,1511.0,992.0,508.0,640425.0,315539.0,319263.0,117371.0,67033.0,49464.0,2022-05-02
776,22849.0,11024.0,11505.0,1498.0,976.0,511.0,642084.0,316367.0,320072.0,117491.0,67095.0,49520.0,2022-05-03
777,22319.0,10792.0,11219.0,1465.0,964.0,491.0,643460.0,317014.0,320779.0,117593.0,67150.0,49566.0,2022-05-04
778,21880.0,10581.0,10994.0,1447.0,944.0,494.0,644866.0,317686.0,321499.0,117708.0,67220.0,49610.0,2022-05-05
779,21277.0,10302.0,10680.0,1408.0,927.0,473.0,645611.0,318016.0,321909.0,117810.0,67280.0,49652.0,2022-05-06
780,20963.0,10144.0,10529.0,1397.0,916.0,473.0,647071.0,318753.0,322610.0,117869.0,67312.0,49676.0,2022-05-07
781,20939.0,10130.0,10517.0,1403.0,919.0,476.0,647235.0,318831.0,322696.0,117912.0,67341.0,49690.0,2022-05-08
782,20835.0,10098.0,10459.0,1380.0,900.0,473.0,648234.0,319272.0,323243.0,118044.0,67416.0,49743.0,2022-05-09
783,20499.0,9952.0,10276.0,1364.0,894.0,463.0,649583.0,319907.0,323945.0,118166.0,67478.0,49802.0,2022-05-10
784,20152.0,9736.0,10143.0,1329.0,873.0,449.0,650824.0,320517.0,324560.0,118253.0,67533.0,49834.0,2022-05-11
785,19762.0,9509.0,9975.0,1292.0,854.0,431.0,651942.0,321084.0,325106.0,118337.0,67574.0,49877.0,2022-05-12
786,19272.0,9264.0,9728.0,1233.0,815.0,411.0,653050.0,321631.0,325658.0,118431.0,67631.0,49913.0,2022-05-13
787,18901.0,9104.0,9519.0,1213.0,806.0,400.0,653734.0,321944.0,326022.0,118494.0,67670.0,49937.0,2022-05-14
788,18935.0,9112.0,9543.0,1214.0,805.0,402.0,653827.0,321988.0,326070.0,118508.0,67679.0,49942.0,2022-05-15
789,18742.0,9057.0,9412.0,1199.0,792.0,398.0,654775.0,322420.0,326572.0,118633.0,67749.0,49997.0,2022-05-16
790,18290.0,8828.0,9187.0,1173.0,773.0,391.0,655984.0,322998.0,327194.0,118723.0,67798.0,50038.0,2022-05-17
791,17883.0,8658.0,8955.0,1149.0,762.0,379.0,656962.0,323458.0,327699.0,118801.0,67843.0,50070.0,2022-05-18
792,17531.0,8488.0,8781.0,1115.0,728.0,378.0,657817.0,323853.0,328149.0,118864.0,67875.0,50101.0,2022-05-19
793,17141.0,8298.0,8588.0,1095.0,715.0,373.0,658712.0,324269.0,328617.0,118926.0,67909.0,50128.0,2022-05-20
794,16935.0,8186.0,8500.0,1085.0,708.0,370.0,659150.0,324488.0,328830.0,118968.0,67936.0,50142.0,2022-05-21
795,16941.0,8192.0,8500.0,1081.0,706.0,368.0,659216.0,324519.0,328865.0,118976.0,67941.0,50145.0,2022-05-22
796,16785.0,8119.0,8427.0,1074.0,694.0,372.0,659896.0,324853.0,329206.0,119058.0,67995.0,50172.0,2022-05-23
797,16510.0,7970.0,8303.0,1072.0,689.0,373.0,660731.0,325276.0,329609.0,119146.0,68048.0,50207.0,2022-05-24
798,16133.0,7789.0,8106.0,1043.0,665.0,368.0,661637.0,325706.0,330080.0,119193.0,68072.0,50229.0,2022-05-25
799,16015.0,7721.0,8058.0,1033.0,660.0,365.0,661995.0,325895.0,330246.0,119220.0,68087.0,50240.0,2022-05-26
800,15811.0,7607.0,7971.0,1024.0,649.0,367.0,662562.0,326201.0,330502.0,119264.0,68108.0,50262.0,2022-05-27
801,15652.0,7520.0,7898.0,1022.0,646.0,367.0,662858.0,326348.0,330651.0,119287.0,68120.0,50273.0,2022-05-28
802,15646.0,7521.0,7891.0,1014.0,638.0,367.0,662919.0,326374.0,330686.0,119300.0,68127.0,50279.0,2022-05-29
803,15488.0,7449.0,7810.0,992.0,628.0,356.0,663595.0,326689.0,331038.0,119385.0,68170.0,50321.0,2022-05-30
804,15118.0,7224.0,7673.0,952.0,602.0,344.0,664493.0,327153.0,331458.0,119461.0,68207.0,50358.0,2022-05-31
805,14850.0,7081.0,7550.0,929.0,588.0,334.0,665161.0,327483.0,331789.0,119517.0,68240.0,50378.0,2022-06-01
806,14640.0,6982.0,7441.0,926.0,586.0,333.0,665774.0,327790.0,332092.0,119558.0,68264.0,50395.0,2022-06-02
807,14419.0,6878.0,7321.0,917.0,586.0,324.0,666336.0,328064.0,332375.0,119593.0,68278.0,50416.0,2022-06-03
808,14274.0,6820.0,7238.0,917.0,588.0,322.0,666645.0,328198.0,332545.0,119624.0,68289.0,50435.0,2022-06-04
809,14285.0,6821.0,7248.0,914.0,585.0,322.0,666701.0,328231.0,332568.0,119631.0,68293.0,50438.0,2022-06-05
810,14302.0,6820.0,7266.0,907.0,582.0,318.0,666752.0,328262.0,332587.0,119640.0,68298.0,50442.0,2022-06-06
811,14275.0,6803.0,7258.0,895.0,582.0,306.0,667403.0,328578.0,332914.0,119714.0,68334.0,50477.0,2022-06-07
812,14189.0,6778.0,7193.0,895.0,577.0,308.0,668154.0,328923.0,333309.0,119791.0,68374.0,50513.0,2022-06-08
813,14158.0,6746.0,7191.0,876.0,558.0,308.0,668738.0,329205.0,333605.0,119830.0,68401.0,50525.0,2022-06-09
814,14028.0,6669.0,7142.0,869.0,549.0,310.0,669322.0,329494.0,333892.0,119868.0,68418.0,50546.0,2022-06-10
815,14061.0,6706.0,7139.0,875.0,558.0,308.0,669586.0,329609.0,334036.0,119886.0,68424.0,50558.0,2022-06-11
816,14080.0,6718.0,7146.0,871.0,556.0,306.0,669640.0,329630.0,334068.0,119891.0,68427.0,50560.0,2022-06-12
817,14125.0,6753.0,7157.0,865.0,534.0,323.0,670179.0,329885.0,334347.0,119958.0,68465.0,50589.0,2022-06-13
818,14072.0,6730.0,7120.0,854.0,535.0,311.0,670836.0,330211.0,334674.0,120015.0,68494.0,50617.0,2022-06-14
819,13910.0,6652.0,7027.0,847.0,533.0,305.0,671515.0,330541.0,335020.0,120062.0,68521.0,50637.0,2022-06-15
820,13914.0,6630.0,7049.0,846.0,534.0,302.0,672039.0,330797.0,335284.0,120110.0,68546.0,50660.0,2022-06-16
821,13895.0,6635.0,7021.0,845.0,538.0,297.0,672657.0,331086.0,335603.0,120153.0,68572.0,50677.0,2022-06-17
822,13876.0,6612.0,7026.0,829.0,533.0,286.0,672950.0,331225.0,335756.0,120170.0,68580.0,50685.0,2022-06-18
823,13932.0,6655.0,7036.0,830.0,531.0,289.0,673006.0,331245.0,335792.0,120172.0,68582.0,50685.0,2022-06-19
824,14190.0,6805.0,7146.0,849.0,541.0,298.0,673591.0,331530.0,336088.0,120217.0,68612.0,50699.0,2022-06-20
825,14334.0,6860.0,7233.0,841.0,534.0,299.0,674196.0,331821.0,336399.0,120273.0,68648.0,50717.0,2022-06-21
826,14412.0,6901.0,7278.0,845.0,534.0,303.0,675052.0,332212.0,336854.0,120337.0,68688.0,50741.0,2022-06-22
827,14499.0,6909.0,7361.0,841.0,513.0,320.0,675753.0,332562.0,337195.0,120377.0,68707.0,50762.0,2022-06-23
828,14550.0,6933.0,7392.0,830.0,501.0,322.0,676538.0,332940.0,337594.0,120426.0,68737.0,50782.0,2022-06-24
829,14566.0,6925.0,7416.0,818.0,492.0,318.0,676942.0,333126.0,337806.0,120448.0,68750.0,50791.0,2022-06-25
